latitude,longitude,brightness,confidence,acq_date,acq_time,frp,detections,persistent,avg_brightness,avg_confidence,total_frp,nearest_site,site_type,distance_km,source_class,risk_score,risk_level
22.7371,86.38076,378.72,98,2026-06-27,2287,39.95,2,False,394.345,97.5,82.39,Jamshedpur Industrial Site 0068,Thermal Power Plant,0.058516397055952865,High Intensity Fire,70,Medium
21.36609,85.05028,322.22,91,2026-02-10,1496,8.71,2,False,327.365,85.5,30.91,Bhubaneswar Industrial Site 0213,Cement Plant,109.48765764627723,Other Thermal Anomaly,25,Low
27.84808,73.2318,378.35,95,2026-04-06,872,83.1,3,True,381.7633333333333,95.66666666666667,212.64,Bikaner Industrial Site 0173,Cement Plant,0.022163814753304006,Persistent Industrial Source,90,High
23.42823,86.13598,391.63,98,2026-03-14,189,27.82,5,True,383.502,94.4,264.99,Bokaro Industrial Site 0133,Cement Plant,0.01881492249704607,Persistent Industrial Source,100,High
22.28618,73.18384,408.8,96,2026-02-05,1261,117.47,1,False,408.8,96.0,117.47,Vadodara Industrial Site 0113,Cement Plant,0.0283308592479498,High Intensity Fire,70,Medium
27.0755,77.90113,384.71,92,2026-04-10,1485,71.68,1,False,384.71,92.0,71.68,Agra Industrial Site 0762,Steel Plant,9.006279119878181,High Intensity Fire,50,Medium
9.86485,76.10448,369.13,93,2026-07-03,1328,77.53,1,False,369.13,93.0,77.53,Kochi Industrial Site 0505,Chemical Plant,8.735471902179405,High Intensity Fire,40,Low
28.54122,77.27078,395.81,98,2026-07-02,2270,44.09,2,False,393.365,97.5,140.05,Faridabad Industrial Site 0374,Refinery,0.03027581644910483,High Intensity Fire,70,Medium
28.69802,77.00705,381.7,99,2026-07-14,435,31.74,2,False,393.48,97.5,102.99,Delhi Industrial Site 0145,Chemical Plant,0.03940858320745106,High Intensity Fire,70,Medium
23.93459,86.01519,313.8,39,2026-02-18,183,7.76,1,False,313.8,39.0,7.76,Bokaro Industrial Site 0805,Chemical Plant,2.5857843686971362,Other Thermal Anomaly,0,Low
21.96084,80.49417,340.13,87,2026-05-06,256,5.31,2,False,332.205,86.5,16.56,Raipur Industrial Site 0703,Cement Plant,108.47594903726876,Other Thermal Anomaly,15,Low
18.11527,79.49311,330.67,94,2026-06-24,2222,14.58,1,False,330.67,94.0,14.58,Hyderabad Industrial Site 0918,Thermal Power Plant,95.5975455608995,Other Thermal Anomaly,25,Low
24.26983,86.06524,333.21,83,2026-05-30,54,12.08,1,False,333.21,83.0,12.08,Bokaro Industrial Site 0805,Chemical Plant,36.19466779016522,Other Thermal Anomaly,15,Low
22.34505,70.98776,393.7,91,2026-04-07,2051,87.92,2,False,389.41999999999996,95.0,205.55,Rajkot Industrial Site 0354,Refinery,0.04166897077842796,High Intensity Fire,70,Medium
28.54989,77.23216,402.64,98,2026-01-12,2138,61.79,1,False,402.64,98.0,61.79,Noida Industrial Site 0376,Textile Industry,0.041446968376797705,High Intensity Fire,70,Medium
28.54094,77.27111,390.92,97,2026-03-26,1895,95.96,2,False,393.365,97.5,140.05,Faridabad Industrial Site 0374,Refinery,0.06739929032227716,High Intensity Fire,70,Medium
17.67893,83.44196,378.97,98,2026-03-01,1923,96.62,4,True,387.01250000000005,96.75,321.01,Visakhapatnam Industrial Site 0358,Thermal Power Plant,0.05614689384598304,Persistent Industrial Source,90,High
18.39846,72.18938,333.78,91,2026-06-20,1200,15.6,2,False,332.645,85.5,24.619999999999997,Mumbai Industrial Site 0722,Steel Plant,69.48160704032837,Other Thermal Anomaly,25,Low
18.42401,73.69922,405.73,99,2026-03-30,2229,83.01,4,True,398.5325,93.5,323.91,Pune Industrial Site 0008,Thermal Power Plant,0.09026284233521743,Persistent Industrial Source,90,High
30.44577,74.45987,322.54,95,2026-06-10,567,6.62,2,False,324.89,91.5,20.44,Ludhiana Industrial Site 0795,Chemical Plant,88.1335273977756,Other Thermal Anomaly,25,Low
18.49589,73.79397,375.97,95,2026-06-17,1353,67.52,2,False,375.515,96.0,163.39,Pune Industrial Site 0296,Textile Industry,0.03567794091312848,High Intensity Fire,70,Medium
17.74796,83.33978,409.33,96,2026-03-09,607,96.6,3,True,396.81666666666666,97.33333333333333,238.34,Visakhapatnam Industrial Site 0022,Steel Plant,0.017713060878529953,Persistent Industrial Source,90,High
21.12279,81.13319,399.47,100,2026-08-18,863,82.05,3,True,382.89000000000004,97.33333333333333,267.4,Raipur Industrial Site 0223,Cement Plant,0.02920686963811837,Persistent Industrial Source,90,High
22.55991,88.19297,372.43,97,2026-07-09,551,107.3,2,False,385.14,97.0,146.38,Kolkata Industrial Site 0243,Cement Plant,0.08179893628582902,High Intensity Fire,70,Medium
17.67908,83.44202,378.43,92,2026-04-02,639,39.58,4,True,387.01250000000005,96.75,321.01,Visakhapatnam Industrial Site 0358,Thermal Power Plant,0.04678863190731306,Persistent Industrial Source,90,High
28.41355,76.97323,381.91,82,2026-08-23,2027,61.29,1,False,381.91,82.0,61.29,Gurugram Industrial Site 0327,Paper Mill,5.328059243115912,High Intensity Fire,40,Low
25.64107,86.36001,388.76,95,2026-07-21,1818,81.95,1,False,388.76,95.0,81.95,Munger Industrial Site 0276,Textile Industry,0.03470286335736495,High Intensity Fire,70,Medium
26.02496,73.21192,377.73,91,2026-03-02,1886,91.6,2,False,378.735,93.5,182.36,Jodhpur Industrial Site 0270,Industrial Estate,0.055908985611735594,High Intensity Fire,70,Medium
28.65392,77.09681,401.58,95,2026-07-07,1805,103.72,2,False,403.995,93.5,199.57999999999998,Gurugram Industrial Site 0375,Chemical Plant,0.046227927257309356,High Intensity Fire,70,Medium
25.5747,81.06983,337.18,85,2026-07-05,598,12.03,1,False,337.18,85.0,12.03,Kanpur Industrial Site 0251,Power Plant,76.13317047468514,Other Thermal Anomaly,15,Low
18.50577,73.79825,387.62,91,2026-02-24,200,86.03,2,False,382.96000000000004,91.0,149.43,Pune Industrial Site 0152,Steel Plant,0.09922347882532989,High Intensity Fire,70,Medium
28.35875,77.1085,387.88,83,2026-07-01,1570,35.6,1,False,387.88,83.0,35.6,Gurugram Industrial Site 0663,Cement Plant,3.75632548341277,High Intensity Fire,40,Low
30.80903,75.9582,335.62,82,2026-08-05,553,24.23,2,False,333.45500000000004,86.5,44.36,Ludhiana Industrial Site 0267,Paper Mill,1.808033060354384,Other Thermal Anomaly,25,Low
22.70814,75.80167,385.73,83,2026-01-31,514,76.02,1,False,385.73,83.0,76.02,Indore Industrial Site 0110,Industrial Estate,1.8299442602099805,High Intensity Fire,50,Medium
26.84125,75.89792,371.42,85,2026-02-27,1827,78.7,1,False,371.42,85.0,78.7,Jaipur Industrial Site 0873,Cement Plant,7.346081997191876,High Intensity Fire,40,Low
20.88201,72.96509,408.85,100,2026-08-17,2344,38.41,2,False,403.21000000000004,100.0,98.94,Surat Industrial Site 0352,Steel Plant,0.054913910332367026,High Intensity Fire,70,Medium
26.36394,80.19813,406.69,93,2026-02-15,1937,112.15,4,True,399.938,93.6,447.97,Kanpur Industrial Site 0155,Chemical Plant,0.01783800432465606,Persistent Industrial Source,90,High
27.048,78.28841,356.74,86,2026-02-08,909,36.89,1,False,356.74,86.0,36.89,Agra Industrial Site 0714,Refinery,21.111272332067312,High Intensity Fire,30,Low
26.85194,80.766,365.91,82,2026-09-20,1877,16.0,1,False,365.91,82.0,16.0,Lucknow Industrial Site 1162,Steel Plant,2.2625157424073117,High Intensity Fire,30,Low
19.69156,73.82567,330.2,39,2026-06-06,1754,17.78,1,False,330.2,39.0,17.78,Nashik Industrial Site 0667,Paper Mill,11.858682228500589,Other Thermal Anomaly,0,Low
19.49211,73.27101,389.75,96,2026-01-17,1090,29.44,2,False,390.07,94.5,58.22,Thane Industrial Site 0237,Paper Mill,0.040553569610985225,High Intensity Fire,70,Medium
10.71913,77.00122,405.69,91,2026-07-07,327,91.54,2,False,405.62,93.5,147.64000000000001,Coimbatore Industrial Site 0120,Industrial Estate,0.07852920595625427,High Intensity Fire,70,Medium
21.04905,78.97943,331.93,65,2026-04-20,2295,15.87,1,False,331.93,65.0,15.87,Nagpur Industrial Site 0879,Manufacturing Unit,4.723636312679643,Other Thermal Anomaly,0,Low
25.26311,75.79824,379.56,97,2026-04-06,562,81.86,1,False,379.56,97.0,81.86,Kota Industrial Site 0137,Paper Mill,0.07300692955345513,High Intensity Fire,70,Medium
18.91515,72.71103,395.81,100,2026-02-06,1276,71.5,4,True,396.17,95.25,226.06,Thane Industrial Site 0093,Cement Plant,0.062122788400085165,Persistent Industrial Source,90,High
26.26122,73.38815,409.75,100,2026-01-24,1456,28.96,1,False,409.75,100.0,28.96,Jodhpur Industrial Site 0318,Thermal Power Plant,0.07469667054760024,High Intensity Fire,70,Medium
25.60883,85.4471,391.08,97,2026-08-31,9,80.81,1,False,391.08,97.0,80.81,Patna Industrial Site 0156,Textile Industry,0.06847006229011358,High Intensity Fire,70,Medium
27.36482,78.06697,388.77,94,2026-04-28,744,50.76,3,True,389.73333333333335,94.0,231.07,Agra Industrial Site 0042,Steel Plant,0.03124508343092841,Persistent Industrial Source,90,High
23.43495,77.37521,405.24,100,2026-02-18,308,32.71,3,True,387.74666666666667,98.33333333333333,169.48,Bhopal Industrial Site 0349,Manufacturing Unit,0.02309187539281249,Persistent Industrial Source,90,High
23.43768,85.41321,322.02,66,2026-03-10,1335,15.49,1,False,322.02,66.0,15.49,Ranchi Industrial Site 0307,Paper Mill,1.0043805550662304,Other Thermal Anomaly,10,Low
19.06491,72.78293,392.6,94,2026-02-05,39,69.29,1,False,392.6,94.0,69.29,Mumbai Industrial Site 0002,Steel Plant,0.03906595518889526,High Intensity Fire,70,Medium
26.55474,80.86908,339.83,70,2026-02-07,683,5.32,1,False,339.83,70.0,5.32,Lucknow Industrial Site 0202,Steel Plant,15.574553506862232,Other Thermal Anomaly,0,Low
22.61718,86.10825,404.63,92,2026-02-12,854,57.37,3,True,392.51666666666665,93.33333333333333,243.02,Jamshedpur Industrial Site 0260,Industrial Estate,0.028928896245432836,Persistent Industrial Source,90,High
23.24729,77.44674,360.06,89,2026-04-14,757,42.93,1,False,360.06,89.0,42.93,Bhopal Industrial Site 1021,Power Plant,9.035142011850704,High Intensity Fire,30,Low
17.71809,83.46175,391.8,98,2026-03-27,1082,98.45,2,False,398.99,98.5,165.74,Visakhapatnam Industrial Site 0166,Textile Industry,0.05062170924711398,High Intensity Fire,70,Medium
25.34455,76.05052,319.18,54,2026-03-11,1033,14.22,1,False,319.18,54.0,14.22,Kota Industrial Site 0521,Power Plant,10.544990116342838,Other Thermal Anomaly,0,Low
23.188,77.60396,373.78,98,2026-09-06,1504,29.66,1,False,373.78,98.0,29.66,Bhopal Industrial Site 0061,Power Plant,0.04688048975303875,High Intensity Fire,70,Medium
27.81889,73.3772,383.64,97,2026-03-11,2020,44.58,2,False,389.565,96.0,83.67,Bikaner Industrial Site 0269,Manufacturing Unit,0.04896661554454362,High Intensity Fire,70,Medium
18.42396,73.96682,390.55,100,2026-01-19,577,103.47,2,False,397.05,98.0,129.32,Pune Industrial Site 0248,Thermal Power Plant,0.02771259919326721,High Intensity Fire,70,Medium
20.45102,85.91283,406.84,93,2026-03-03,2055,79.52,2,False,399.885,96.0,183.67000000000002,Bhubaneswar Industrial Site 0309,Manufacturing Unit,0.06341060867675874,High Intensity Fire,70,Medium
29.63593,76.90423,384.81,94,2026-09-10,913,112.23,1,False,384.81,94.0,112.23,Panipat Industrial Site 0287,Paper Mill,0.009917455686093495,High Intensity Fire,70,Medium
26.72395,80.7484,327.41,41,2026-07-24,764,4.39,1,False,327.41,41.0,4.39,Lucknow Industrial Site 0778,Thermal Power Plant,5.606479303133657,Other Thermal Anomaly,0,Low
23.92956,86.40591,347.0,41,2026-09-13,1517,7.25,1,False,347.0,41.0,7.25,Bokaro Industrial Site 0565,Chemical Plant,20.067675298347883,Other Thermal Anomaly,0,Low
22.56004,88.19275,397.85,97,2026-06-21,968,39.08,2,False,385.14,97.0,146.38,Kolkata Industrial Site 0243,Cement Plant,0.08842625409837444,High Intensity Fire,70,Medium
17.69325,72.81814,339.48,80,2026-03-03,1266,14.75,3,True,334.3833333333334,87.33333333333333,48.54,Pune Industrial Site 0488,Thermal Power Plant,104.19116793303226,Persistent Non-Industrial Thermal Source,35,Low
21.00506,79.24392,389.2,97,2026-07-28,2151,50.2,2,False,391.14,94.0,108.47,Nagpur Industrial Site 0015,Chemical Plant,0.033463882054105394,High Intensity Fire,70,Medium
29.38113,78.11558,321.58,82,2026-05-18,575,7.58,1,False,321.58,82.0,7.58,Delhi Industrial Site 0097,Paper Mill,71.31301024211561,Other Thermal Anomaly,15,Low
18.92553,72.95755,389.64,90,2026-04-02,1553,13.09,1,False,389.64,90.0,13.09,Mumbai Industrial Site 0482,Steel Plant,8.941153016816292,High Intensity Fire,50,Medium
21.1319,81.5642,375.12,96,2026-09-08,343,38.31,1,False,375.12,96.0,38.31,Raipur Industrial Site 0079,Manufacturing Unit,0.029808356904748347,High Intensity Fire,70,Medium
29.13878,77.01391,379.31,100,2026-03-19,1211,67.29,3,True,380.9533333333333,95.66666666666667,284.34000000000003,Panipat Industrial Site 0143,Cement Plant,0.02560289232427464,Persistent Industrial Source,90,High
20.25414,86.14769,341.61,44,2026-05-15,1087,0.75,1,False,341.61,44.0,0.75,Bhubaneswar Industrial Site 0261,Power Plant,18.518152134581673,Other Thermal Anomaly,0,Low
29.49828,78.4192,328.45,83,2026-06-01,2399,14.1,4,True,334.3175,84.0,51.879999999999995,Delhi Industrial Site 0097,Paper Mill,100.72174017973882,Persistent Non-Industrial Thermal Source,35,Low
26.02487,73.21215,379.74,96,2026-03-27,43,90.76,2,False,378.735,93.5,182.36,Jodhpur Industrial Site 0270,Industrial Estate,0.07773662238528578,High Intensity Fire,70,Medium
26.82696,75.66385,403.28,100,2026-03-24,1938,31.5,2,False,404.89,96.5,84.14,Jaipur Industrial Site 0009,Manufacturing Unit,0.03884671721344529,High Intensity Fire,70,Medium
21.52246,81.39845,354.28,96,2026-09-18,538,17.24,1,False,354.28,96.0,17.24,Raipur Industrial Site 1087,Paper Mill,11.503054502798427,High Intensity Fire,40,Low
22.8743,72.58073,372.23,99,2026-01-10,88,40.81,1,False,372.23,99.0,40.81,Ahmedabad Industrial Site 0007,Paper Mill,5.097647151442621,High Intensity Fire,50,Medium
16.25398,80.31175,396.1,95,2026-09-02,361,54.77,1,False,396.1,95.0,54.77,Vijayawada Industrial Site 0215,Chemical Plant,0.04032061250371453,High Intensity Fire,70,Medium
24.49376,84.74033,303.69,64,2026-05-05,940,9.29,1,False,303.69,64.0,9.29,Gaya Industrial Site 0370,Industrial Estate,11.041129414346253,Other Thermal Anomaly,0,Low
22.52577,75.77527,344.4,75,2026-01-07,447,9.97,1,False,344.4,75.0,9.97,Indore Industrial Site 0302,Steel Plant,1.9419312466488883,Other Thermal Anomaly,10,Low
17.71777,83.46184,406.18,99,2026-05-01,906,67.29,2,False,398.99,98.5,165.74,Visakhapatnam Industrial Site 0166,Textile Industry,0.027561803203744014,High Intensity Fire,70,Medium
19.72469,74.01288,343.76,70,2026-09-04,896,9.78,1,False,343.76,70.0,9.78,Nashik Industrial Site 0763,Cement Plant,14.22589489319071,Other Thermal Anomaly,0,Low
22.61695,86.10788,394.87,94,2026-08-13,1339,99.29,3,True,392.51666666666665,93.33333333333333,243.02,Jamshedpur Industrial Site 0260,Industrial Estate,0.06700763779196567,Persistent Industrial Source,90,High
23.42796,86.13598,372.04,94,2026-05-15,448,62.89,5,True,383.502,94.4,264.99,Bokaro Industrial Site 0133,Cement Plant,0.013677835245595316,Persistent Industrial Source,100,High
22.73724,86.38117,409.97,97,2026-03-16,757,42.44,2,False,394.345,97.5,82.39,Jamshedpur Industrial Site 0068,Thermal Power Plant,0.03695879163260486,High Intensity Fire,70,Medium
22.18547,70.73687,353.31,96,2026-07-18,666,70.68,1,False,353.31,96.0,70.68,Rajkot Industrial Site 0690,Industrial Estate,4.649082443200394,High Intensity Fire,40,Low
16.39204,80.59007,392.45,96,2026-09-20,2103,65.05,2,False,391.945,96.5,123.55,Vijayawada Industrial Site 0071,Power Plant,0.0394692451829175,High Intensity Fire,70,Medium
30.8091,75.95854,342.5,82,2026-07-16,1222,13.19,3,True,338.39000000000004,86.33333333333333,29.02,Ludhiana Industrial Site 0267,Paper Mill,1.786483227733929,Persistent Industrial Source,45,Low
30.11867,76.7154,336.9,95,2026-08-31,2347,21.52,2,False,340.73,95.0,45.06,Panipat Industrial Site 0287,Paper Mill,56.682730118372206,Other Thermal Anomaly,25,Low
28.46419,77.14476,402.9,96,2026-09-13,1296,109.28,2,False,390.34,94.0,218.35,Delhi Industrial Site 0385,Chemical Plant,0.057570912205278754,High Intensity Fire,70,Medium
26.1188,76.87812,320.64,82,2026-05-04,529,20.42,2,False,328.6,83.0,24.560000000000002,Kota Industrial Site 0521,Power Plant,111.12987612897243,Other Thermal Anomaly,15,Low
28.65993,76.8285,341.7,77,2026-06-07,2180,15.06,1,False,341.7,77.0,15.06,Delhi Industrial Site 0577,Paper Mill,15.597978694954625,Other Thermal Anomaly,0,Low
21.23417,79.13307,373.86,92,2026-06-07,307,103.47,1,False,373.86,92.0,103.47,Nagpur Industrial Site 0207,Paper Mill,0.059378221920749354,High Intensity Fire,70,Medium
19.29206,72.91399,402.09,92,2026-05-06,1216,33.73,4,True,400.315,95.0,219.91,Thane Industrial Site 0285,Chemical Plant,0.027197815353056532,Persistent Industrial Source,90,High
10.85416,77.11414,406.24,93,2026-01-23,908,115.78,2,False,389.26,92.0,143.34,Coimbatore Industrial Site 0072,Steel Plant,0.026259646350897333,High Intensity Fire,70,Medium
12.88905,77.27724,377.63,99,2026-05-21,2271,61.97,2,False,386.46000000000004,97.5,100.15,Bengaluru Industrial Site 0197,Paper Mill,0.07639425007520793,High Intensity Fire,70,Medium
26.36198,80.59423,392.87,99,2026-03-18,1158,25.0,2,False,387.39,99.5,73.14,Kanpur Industrial Site 0299,Manufacturing Unit,0.06234565009920391,High Intensity Fire,70,Medium
31.63788,76.92563,331.47,95,2026-01-10,1333,22.14,1,False,331.47,95.0,22.14,Ludhiana Industrial Site 0555,Chemical Plant,96.03236535742448,Other Thermal Anomaly,25,Low
26.24621,80.31888,397.83,95,2026-06-19,1144,103.0,2,False,403.37,93.5,156.41,Kanpur Industrial Site 0395,Chemical Plant,0.010455708682895056,High Intensity Fire,70,Medium
20.43578,86.04489,315.47,51,2026-06-06,635,10.0,1,False,315.47,51.0,10.0,Bhubaneswar Industrial Site 0309,Manufacturing Unit,13.800597988585801,Other Thermal Anomaly,0,Low
30.82303,75.87506,389.71,91,2026-09-13,1721,100.95,3,True,392.6233333333333,94.66666666666667,232.09,Ludhiana Industrial Site 0219,Manufacturing Unit,0.02492444893155131,Persistent Industrial Source,90,High
23.42776,86.13606,395.43,91,2026-04-30,735,29.88,5,True,383.502,94.4,264.99,Bokaro Industrial Site 0133,Cement Plant,0.03453077252642423,Persistent Industrial Source,100,High
17.57516,83.29414,395.04,99,2026-01-09,906,105.18,2,False,398.305,99.5,218.28,Visakhapatnam Industrial Site 0118,Thermal Power Plant,0.022509504174719235,High Intensity Fire,70,Medium
27.12209,75.78112,377.7,100,2026-03-04,1698,111.96,4,True,381.205,97.5,353.43,Jaipur Industrial Site 0249,Manufacturing Unit,0.04531403858193317,Persistent Industrial Source,90,High
25.71691,85.30182,375.91,92,2026-06-06,1239,92.46,2,False,380.62,94.5,208.26999999999998,Patna Industrial Site 0060,Industrial Estate,0.06104157118769918,High Intensity Fire,70,Medium
25.19593,75.92394,381.66,97,2026-05-09,402,38.07,2,False,392.61,95.5,125.28,Kota Industrial Site 0233,Cement Plant,0.037492515589130526,High Intensity Fire,70,Medium
29.58009,76.79118,398.67,92,2026-04-08,153,76.63,1,False,398.67,92.0,76.63,Panipat Industrial Site 0383,Cement Plant,0.05237527445711076,High Intensity Fire,70,Medium
25.37284,85.35154,314.33,66,2026-05-26,2394,15.74,1,False,314.33,66.0,15.74,Patna Industrial Site 0780,Industrial Estate,10.441840291064347,Other Thermal Anomaly,0,Low
29.367,77.01919,388.78,93,2026-03-07,1511,107.73,3,True,381.71,94.0,286.03000000000003,Panipat Industrial Site 0335,Chemical Plant,0.03813096298698562,Persistent Industrial Source,90,High
25.53691,85.26777,400.48,91,2026-05-11,1845,68.5,2,False,402.94,92.0,170.84,Patna Industrial Site 0348,Thermal Power Plant,0.0271124626057487,High Intensity Fire,70,Medium
18.51194,73.95818,409.26,91,2026-08-27,1552,87.27,3,True,397.09,94.66666666666667,264.31,Pune Industrial Site 0200,Industrial Estate,0.03904656539016598,Persistent Industrial Source,90,High
23.45293,86.91424,372.15,99,2026-03-27,194,39.76,2,False,372.48,98.5,103.97,Asansol Industrial Site 0177,Paper Mill,0.043996990134474584,High Intensity Fire,70,Medium
25.56904,85.16407,379.48,99,2026-03-13,1018,116.64,2,False,386.85,96.5,166.35,Patna Industrial Site 0300,Industrial Estate,0.04941304055855736,High Intensity Fire,70,Medium
16.92876,82.35765,340.87,83,2026-03-20,1681,18.06,1,False,340.87,83.0,18.06,Visakhapatnam Industrial Site 1126,Textile Industry,103.722028032536,Other Thermal Anomaly,15,Low
23.02119,72.8461,369.09,96,2026-07-12,1664,45.33,1,False,369.09,96.0,45.33,Ahmedabad Industrial Site 0727,Paper Mill,6.00786990247362,High Intensity Fire,40,Low
20.16205,85.84279,408.07,99,2026-06-14,708,72.24,3,True,407.00666666666666,97.66666666666667,241.07999999999998,Bhubaneswar Industrial Site 0021,Power Plant,0.024353110744040358,Persistent Industrial Source,90,High
20.45576,73.05614,375.52,93,2026-03-21,954,49.44,1,False,375.52,93.0,49.44,Vapi Industrial Site 0048,Thermal Power Plant,0.04201826939007858,High Intensity Fire,70,Medium
28.44891,77.03384,382.76,98,2026-09-16,1523,82.07,2,False,388.90999999999997,99.0,115.04999999999998,Delhi Industrial Site 0049,Manufacturing Unit,0.03806714614576782,High Intensity Fire,70,Medium
19.60024,75.40016,389.83,82,2026-09-10,1709,19.67,1,False,389.83,82.0,19.67,Aurangabad Industrial Site 0428,Thermal Power Plant,9.062657978684094,High Intensity Fire,40,Low
12.93705,77.78505,391.11,100,2026-09-14,1733,59.0,2,False,394.5,99.5,162.22,Bengaluru Industrial Site 0101,Power Plant,0.05916405417451407,High Intensity Fire,70,Medium
23.63903,87.14497,379.87,98,2026-08-17,1210,67.6,2,False,377.71000000000004,95.5,134.48,Durgapur Industrial Site 0176,Textile Industry,0.0281859807427264,High Intensity Fire,70,Medium
26.86819,80.75113,390.86,93,2026-07-24,1507,61.08,2,False,396.875,96.0,171.89999999999998,Lucknow Industrial Site 0298,Thermal Power Plant,0.052081788071818506,High Intensity Fire,70,Medium
27.08046,74.01371,324.32,84,2026-06-26,375,6.59,2,False,330.65,83.0,10.56,Bikaner Industrial Site 1133,Cement Plant,92.74721112253704,Other Thermal Anomaly,15,Low
16.49193,80.72317,400.3,92,2026-07-11,315,59.96,3,True,383.10999999999996,95.33333333333333,198.5,Vijayawada Industrial Site 0167,Paper Mill,0.05772899367430354,Persistent Industrial Source,90,High
26.43437,73.01003,323.9,63,2026-08-13,571,16.5,1,False,323.9,63.0,16.5,Jodhpur Industrial Site 0750,Industrial Estate,9.148036393371871,Other Thermal Anomaly,0,Low
25.65292,85.38819,373.77,94,2026-07-17,44,41.62,3,True,388.5533333333333,92.33333333333333,183.43,Patna Industrial Site 0204,Refinery,0.06657167457033712,Persistent Industrial Source,90,High
28.65258,77.46673,358.29,86,2026-02-28,1940,62.41,1,False,358.29,86.0,62.41,Delhi Industrial Site 0673,Cement Plant,4.257864162228298,High Intensity Fire,30,Low
17.74895,83.27591,356.97,97,2026-06-02,202,27.88,1,False,356.97,97.0,27.88,Visakhapatnam Industrial Site 0646,Textile Industry,3.121144066284625,High Intensity Fire,40,Low
21.3225,72.30533,329.51,81,2026-07-17,1273,6.62,1,False,329.51,81.0,6.62,Surat Industrial Site 0544,Refinery,24.970074060054507,Other Thermal Anomaly,15,Low
22.90982,75.65515,386.35,98,2026-01-28,2270,36.36,5,True,388.838,94.4,325.56,Indore Industrial Site 0206,Textile Industry,0.014722230538094726,Persistent Industrial Source,100,High
26.50719,80.37696,409.87,93,2026-05-26,1547,117.64,2,False,403.36,93.0,211.14,Kanpur Industrial Site 0107,Paper Mill,0.0326908687326929,High Intensity Fire,70,Medium
25.41755,86.15056,308.75,74,2026-02-16,9,4.62,1,False,308.75,74.0,4.62,Munger Industrial Site 0324,Refinery,6.0051530049273865,Other Thermal Anomaly,0,Low
24.37712,84.96892,386.35,91,2026-04-06,1157,46.9,1,False,386.35,91.0,46.9,Gaya Industrial Site 0274,Refinery,0.05023536207451059,High Intensity Fire,70,Medium
27.04309,75.6068,373.83,92,2026-01-08,395,95.05,2,False,376.245,95.5,160.07999999999998,Jaipur Industrial Site 0297,Paper Mill,0.03939195981935267,High Intensity Fire,70,Medium
23.60904,87.32683,408.36,94,2026-08-17,584,40.74,2,False,397.15,92.5,147.39000000000001,Durgapur Industrial Site 0368,Thermal Power Plant,0.03946643137153385,High Intensity Fire,70,Medium
18.71607,73.90302,390.43,94,2026-08-23,1374,81.94,1,False,390.43,94.0,81.94,Pune Industrial Site 0104,Refinery,0.06666713626347852,High Intensity Fire,70,Medium
21.38488,81.40316,394.77,98,2026-02-02,49,27.43,3,True,384.34666666666664,95.66666666666667,162.13,Raipur Industrial Site 0367,Paper Mill,0.038055676714167444,Persistent Industrial Source,90,High
26.09862,79.05808,339.57,80,2026-08-17,2251,24.34,1,False,339.57,80.0,24.34,Agra Industrial Site 1002,Steel Plant,102.71125918435052,Other Thermal Anomaly,15,Low
22.82989,85.91498,380.7,96,2026-02-05,1843,31.84,1,False,380.7,96.0,31.84,Jamshedpur Industrial Site 0932,Steel Plant,19.37989920852598,High Intensity Fire,50,Medium
22.51456,75.97658,316.2,39,2026-04-06,913,14.35,1,False,316.2,39.0,14.35,Indore Industrial Site 0638,Thermal Power Plant,4.769262601142348,Other Thermal Anomaly,0,Low
22.59446,86.06901,333.93,73,2026-06-05,1920,9.5,1,False,333.93,73.0,9.5,Jamshedpur Industrial Site 0260,Industrial Estate,4.771045843314523,Other Thermal Anomaly,0,Low
17.45283,78.20488,371.52,96,2026-06-09,104,38.59,1,False,371.52,96.0,38.59,Hyderabad Industrial Site 0054,Refinery,9.77866445611078,High Intensity Fire,50,Medium
26.06796,91.76203,386.86,99,2026-05-23,280,63.34,3,True,382.3633333333334,97.66666666666667,211.93,Guwahati Industrial Site 0314,Refinery,0.06903701981882515,Persistent Industrial Source,90,High
25.63812,86.05389,381.16,97,2026-05-25,1999,40.24,3,True,384.3766666666667,97.33333333333333,193.03000000000003,Begusarai Industrial Site 0275,Chemical Plant,0.018584588573560726,Persistent Industrial Source,90,High
30.74894,75.82725,373.29,97,2026-09-05,1217,78.04,2,False,376.065,98.0,116.93,Ludhiana Industrial Site 0123,Cement Plant,0.07976290413312564,High Intensity Fire,70,Medium
25.65314,85.38825,394.5,92,2026-07-19,576,80.54,3,True,388.5533333333333,92.33333333333333,183.43,Patna Industrial Site 0204,Refinery,0.08190506593049547,Persistent Industrial Source,90,High
22.91002,75.65512,392.94,92,2026-05-19,2120,50.96,5,True,388.838,94.4,325.56,Indore Industrial Site 0206,Textile Industry,0.030939467004542323,Persistent Industrial Source,100,High
20.45096,85.91293,392.93,99,2026-05-11,57,104.15,2,False,399.885,96.0,183.67000000000002,Bhubaneswar Industrial Site 0309,Manufacturing Unit,0.05182061591322098,High Intensity Fire,70,Medium
29.49794,78.41941,344.05,80,2026-08-22,912,10.69,4,True,334.3175,84.0,51.879999999999995,Delhi Industrial Site 0097,Paper Mill,100.71034934091836,Persistent Non-Industrial Thermal Source,35,Low
