latitude,longitude,land_cover,vegetation_index,ndvi_source
25.64593,85.346406,built_up,0.152,synthetic_demo
25.702881,84.863568,built_up,0.033,synthetic_demo
25.583645,85.325739,water,-0.107,synthetic_demo
25.547682,85.244975,agriculture,0.512,synthetic_demo
25.815069,85.261391,agriculture,0.346,synthetic_demo
25.81955,85.237205,forest,0.806,synthetic_demo
25.787329,84.914494,agriculture,0.353,synthetic_demo
25.841282,85.14792,agriculture,0.628,synthetic_demo
25.747997,85.216212,built_up,0.083,synthetic_demo
25.755867,85.210127,forest,0.76,synthetic_demo
25.755036,84.949361,industrial,0.109,synthetic_demo
25.642243,84.899616,mining,0.044,synthetic_demo
25.632581,84.980468,built_up,0.099,synthetic_demo
25.546091,85.063914,forest,0.846,synthetic_demo
25.707928,85.115579,built_up,0.119,synthetic_demo
25.565728,85.260323,agriculture,0.275,synthetic_demo
25.553123,85.222969,built_up,0.148,synthetic_demo
25.684385,85.171883,forest,0.614,synthetic_demo
25.613993,84.944919,agriculture,0.469,synthetic_demo
25.537543,85.063384,industrial,0.094,synthetic_demo
25.776422,84.98449,industrial,0.097,synthetic_demo
25.794228,84.92921,built_up,0.026,synthetic_demo
25.51708,84.805635,forest,0.645,synthetic_demo
25.453003,84.986704,industrial,0.01,synthetic_demo
25.584452,84.940864,industrial,0.083,synthetic_demo
25.769004,85.114546,agriculture,0.53,synthetic_demo
25.78567,84.834266,built_up,0.138,synthetic_demo
25.505332,84.948786,forest,0.573,synthetic_demo
25.759734,84.824623,built_up,0.041,synthetic_demo
25.496282,85.15278,mining,0.099,synthetic_demo
25.606025,85.112504,forest,0.736,synthetic_demo
25.849444,84.985614,built_up,0.17,synthetic_demo
25.527036,84.881034,industrial,0.041,synthetic_demo
25.511585,85.326856,agriculture,0.304,synthetic_demo
25.61912,85.121416,industrial,0.072,synthetic_demo
25.697867,85.173512,industrial,0.127,synthetic_demo
25.82316,85.092242,industrial,0.097,synthetic_demo
25.842328,85.243593,industrial,0.02,synthetic_demo
25.477856,85.293009,built_up,0.033,synthetic_demo
25.505199,85.010491,agriculture,0.555,synthetic_demo
25.766295,85.179514,mining,0.045,synthetic_demo
25.558253,84.926438,agriculture,0.551,synthetic_demo
25.80394,85.15852,agriculture,0.383,synthetic_demo
25.715381,85.019536,industrial,0.063,synthetic_demo
25.494738,84.80373,agriculture,0.344,synthetic_demo
25.783012,85.32554,forest,0.894,synthetic_demo
25.520543,85.277643,mining,0.002,synthetic_demo
25.619398,84.95996,mining,0.019,synthetic_demo
25.670874,85.348767,industrial,0.167,synthetic_demo
25.650306,84.97442,agriculture,0.312,synthetic_demo
25.724465,85.052364,agriculture,0.376,synthetic_demo
25.711075,85.268192,agriculture,0.368,synthetic_demo
25.846817,84.967528,industrial,0.139,synthetic_demo
25.849769,85.047797,built_up,0.094,synthetic_demo
25.656584,85.166073,built_up,0.171,synthetic_demo
25.48808,84.871757,forest,0.812,synthetic_demo
25.741137,85.032293,agriculture,0.489,synthetic_demo
25.840666,84.970175,industrial,0.05,synthetic_demo
25.577331,85.172226,mining,0.119,synthetic_demo
25.634484,84.874783,industrial,0.173,synthetic_demo
25.619911,84.928002,forest,0.843,synthetic_demo
25.470568,85.191257,forest,0.568,synthetic_demo
25.718906,84.885923,built_up,0.146,synthetic_demo
25.591335,85.032111,built_up,0.147,synthetic_demo
25.764986,85.192084,industrial,0.189,synthetic_demo
25.782848,85.221008,industrial,0.053,synthetic_demo
25.778492,84.852185,built_up,0.162,synthetic_demo
25.616666,85.268598,agriculture,0.56,synthetic_demo
25.578618,85.198185,industrial,0.176,synthetic_demo
25.749528,84.986612,water,-0.027,synthetic_demo
25.770556,85.220092,industrial,0.17,synthetic_demo
25.646503,85.200564,agriculture,0.412,synthetic_demo
25.807212,85.13049,forest,0.605,synthetic_demo
25.507563,85.107165,built_up,0.085,synthetic_demo
25.801628,85.204087,built_up,0.167,synthetic_demo
25.488438,85.349593,forest,0.596,synthetic_demo
25.51141,85.118204,built_up,0.135,synthetic_demo
25.663536,85.244795,mining,0.148,synthetic_demo
25.477007,85.209351,built_up,0.181,synthetic_demo
25.471123,85.270695,agriculture,0.552,synthetic_demo
25.450207,85.324989,agriculture,0.607,synthetic_demo
25.624527,84.906196,mining,0.017,synthetic_demo
25.75985,84.891003,industrial,0.1,synthetic_demo
25.463935,85.122494,industrial,0.106,synthetic_demo
25.710903,85.047112,forest,0.824,synthetic_demo
25.779251,85.113897,built_up,0.071,synthetic_demo
25.5172,85.238924,industrial,0.021,synthetic_demo
25.508745,85.312443,forest,0.794,synthetic_demo
25.79432,85.029579,agriculture,0.472,synthetic_demo
25.77925,85.194863,industrial,0.168,synthetic_demo
25.665577,84.90824,forest,0.719,synthetic_demo
25.77768,85.094004,agriculture,0.631,synthetic_demo
25.487102,84.811993,forest,0.728,synthetic_demo
25.607793,85.077063,water,-0.004,synthetic_demo
25.745119,85.099935,industrial,0.144,synthetic_demo
25.552981,85.204495,built_up,0.068,synthetic_demo
25.750932,85.157217,agriculture,0.389,synthetic_demo
25.651671,84.997118,industrial,0.18,synthetic_demo
25.750106,84.803152,industrial,0.046,synthetic_demo
25.635872,84.863517,agriculture,0.564,synthetic_demo
25.597162,85.335183,forest,0.601,synthetic_demo
25.537676,85.307283,forest,0.814,synthetic_demo
25.533352,84.978801,water,-0.144,synthetic_demo
25.750596,84.942369,agriculture,0.517,synthetic_demo
25.497564,85.040029,mining,0.085,synthetic_demo
25.484393,85.179467,industrial,0.041,synthetic_demo
25.520517,84.996255,industrial,0.098,synthetic_demo
25.520139,84.837012,agriculture,0.646,synthetic_demo
25.779243,85.021537,forest,0.788,synthetic_demo
25.609403,84.943324,industrial,0.199,synthetic_demo
25.846155,84.978712,industrial,0.157,synthetic_demo
25.504885,84.889626,industrial,0.129,synthetic_demo
25.711416,85.162362,built_up,0.121,synthetic_demo
25.629492,85.089647,forest,0.878,synthetic_demo
25.607167,84.948975,water,-0.068,synthetic_demo
25.800034,85.104624,industrial,0.081,synthetic_demo
25.840238,85.070989,forest,0.842,synthetic_demo
25.799144,85.237786,forest,0.879,synthetic_demo
25.52692,85.325791,agriculture,0.466,synthetic_demo
25.538319,84.871869,mining,0.021,synthetic_demo
25.71243,85.286152,built_up,0.13,synthetic_demo
25.565633,85.187638,industrial,0.148,synthetic_demo
25.74389,85.180904,agriculture,0.418,synthetic_demo
