site_name,site_type,latitude,longitude
Mumbai Industrial Site 0146,Textile Industry,19.3212,72.77317
Kolkata Industrial Site 0147,Paper Mill,22.60679,88.1246
Chennai Industrial Site 0148,Thermal Power Plant,12.97434,80.36134
Bengaluru Industrial Site 0149,Manufacturing Unit,12.95555,77.66697
Hyderabad Industrial Site 0150,Industrial Estate,17.37859,78.70901
Ahmedabad Industrial Site 0151,Power Plant,23.09663,72.56231
Pune Industrial Site 0152,Steel Plant,18.50648,73.79768
Jaipur Industrial Site 0153,Cement Plant,26.74428,75.59652
Lucknow Industrial Site 0154,Refinery,26.95847,80.83274
Kanpur Industrial Site 0155,Chemical Plant,26.36384,80.19799
Patna Industrial Site 0156,Textile Industry,25.60914,85.44651
Bhopal Industrial Site 0157,Paper Mill,23.26638,77.32013
Indore Industrial Site 0158,Thermal Power Plant,22.39271,75.76245
Nagpur Industrial Site 0159,Manufacturing Unit,21.13515,78.97703
Surat Industrial Site 0160,Industrial Estate,21.00707,72.7666
Vadodara Industrial Site 0161,Power Plant,22.36563,73.1469
Rajkot Industrial Site 0162,Steel Plant,22.2425,70.82445
Ranchi Industrial Site 0163,Cement Plant,23.43389,85.27922
Jamshedpur Industrial Site 0164,Refinery,22.87435,86.42395
Bhubaneswar Industrial Site 0165,Chemical Plant,20.28836,85.73241
Visakhapatnam Industrial Site 0166,Textile Industry,17.71778,83.4621
Vijayawada Industrial Site 0167,Paper Mill,16.4924,80.7234
Coimbatore Industrial Site 0168,Thermal Power Plant,10.8733,77.07814
Kochi Industrial Site 0169,Manufacturing Unit,10.0955,76.18333
Guwahati Industrial Site 0170,Industrial Estate,26.09522,91.78939
Ludhiana Industrial Site 0171,Power Plant,31.01285,75.77298
Amritsar Industrial Site 0172,Steel Plant,31.8334,74.78529
Bikaner Industrial Site 0173,Cement Plant,27.84796,73.23198
Jodhpur Industrial Site 0174,Refinery,26.00884,73.29245
Raipur Industrial Site 0175,Chemical Plant,21.29403,81.64327
Durgapur Industrial Site 0176,Textile Industry,23.63923,87.14514
Asansol Industrial Site 0177,Paper Mill,23.45284,86.91382
Gaya Industrial Site 0178,Thermal Power Plant,24.73392,85.0094
Begusarai Industrial Site 0179,Manufacturing Unit,25.30494,86.14145
Munger Industrial Site 0180,Industrial Estate,25.38393,86.21279
Bokaro Industrial Site 0181,Power Plant,23.79615,86.20975
Faridabad Industrial Site 0182,Steel Plant,28.52649,77.38361
Gurugram Industrial Site 0183,Cement Plant,28.69395,77.24324
Noida Industrial Site 0184,Refinery,28.58966,77.2599
Kota Industrial Site 0185,Chemical Plant,25.05319,76.06399
Agra Industrial Site 0186,Textile Industry,27.44472,77.96904
Nashik Industrial Site 0187,Paper Mill,20.22297,73.61706
Aurangabad Industrial Site 0188,Thermal Power Plant,19.98949,75.04723
Thane Industrial Site 0189,Manufacturing Unit,19.56077,73.05941
Jalandhar Industrial Site 0190,Industrial Estate,31.44082,75.71056
Panipat Industrial Site 0191,Power Plant,29.29756,76.8738
Vapi Industrial Site 0192,Steel Plant,20.32377,72.88091
Delhi Industrial Site 0193,Cement Plant,28.68578,77.27668
Mumbai Industrial Site 0194,Refinery,19.10932,72.9067
Kolkata Industrial Site 0195,Chemical Plant,22.59232,88.44088
Chennai Industrial Site 0196,Textile Industry,13.01902,80.37459
Bengaluru Industrial Site 0197,Paper Mill,12.88919,77.27655
Hyderabad Industrial Site 0198,Thermal Power Plant,17.58853,78.4759
Ahmedabad Industrial Site 0199,Manufacturing Unit,22.97902,72.34584
Pune Industrial Site 0200,Industrial Estate,18.51229,73.95821
Jaipur Industrial Site 0201,Power Plant,26.93996,75.83119
Lucknow Industrial Site 0202,Steel Plant,26.66779,80.96157
Kanpur Industrial Site 0203,Cement Plant,26.57023,80.23422
Patna Industrial Site 0204,Refinery,25.65276,85.38755
Bhopal Industrial Site 0205,Chemical Plant,23.05724,77.24131
Indore Industrial Site 0206,Textile Industry,22.90979,75.65529
Nagpur Industrial Site 0207,Paper Mill,21.23364,79.133
Surat Industrial Site 0208,Thermal Power Plant,21.25617,72.68772
Vadodara Industrial Site 0209,Manufacturing Unit,22.11195,72.88399
Rajkot Industrial Site 0210,Industrial Estate,22.30713,70.74276
Ranchi Industrial Site 0211,Power Plant,23.28496,85.33692
Jamshedpur Industrial Site 0212,Steel Plant,22.80901,86.53029
Bhubaneswar Industrial Site 0213,Cement Plant,20.51385,85.57833
Visakhapatnam Industrial Site 0214,Refinery,17.71497,83.19673
Vijayawada Industrial Site 0215,Chemical Plant,16.25426,80.31199
Coimbatore Industrial Site 0216,Textile Industry,11.04906,76.8157
Kochi Industrial Site 0217,Paper Mill,10.01432,76.17434
Guwahati Industrial Site 0218,Thermal Power Plant,26.17757,91.76217
Ludhiana Industrial Site 0219,Manufacturing Unit,30.82281,75.87511
Amritsar Industrial Site 0220,Industrial Estate,31.79142,74.98215
Bikaner Industrial Site 0221,Power Plant,28.12025,73.11068
Jodhpur Industrial Site 0222,Steel Plant,26.09623,73.0015
Raipur Industrial Site 0223,Cement Plant,21.12305,81.13315
Durgapur Industrial Site 0224,Refinery,23.47069,87.1433
Asansol Industrial Site 0225,Chemical Plant,23.69248,86.88502
Gaya Industrial Site 0226,Textile Industry,24.92801,84.88106
Begusarai Industrial Site 0227,Paper Mill,25.16816,85.97139
Munger Industrial Site 0228,Thermal Power Plant,25.30082,86.59402
Bokaro Industrial Site 0229,Manufacturing Unit,23.54656,85.99994
Faridabad Industrial Site 0230,Industrial Estate,28.46786,77.09326
Gurugram Industrial Site 0231,Power Plant,28.28133,76.8553
Noida Industrial Site 0232,Steel Plant,28.82841,77.55214
Kota Industrial Site 0233,Cement Plant,25.19589,75.92357
Agra Industrial Site 0234,Refinery,27.24841,78.1925
Nashik Industrial Site 0235,Chemical Plant,20.00578,73.65247
Aurangabad Industrial Site 0236,Textile Industry,19.75612,75.69362
Thane Industrial Site 0237,Paper Mill,19.49181,73.27079
Jalandhar Industrial Site 0238,Thermal Power Plant,31.1476,75.50965
Panipat Industrial Site 0239,Manufacturing Unit,29.70706,77.19909
Vapi Industrial Site 0240,Industrial Estate,20.80694,72.67842
Delhi Industrial Site 0241,Power Plant,28.20007,77.10446
Mumbai Industrial Site 0242,Steel Plant,19.09454,72.91793
Kolkata Industrial Site 0243,Cement Plant,22.56049,88.19346
Chennai Industrial Site 0244,Refinery,12.73364,79.88237
Bengaluru Industrial Site 0245,Chemical Plant,12.93566,77.71537
Hyderabad Industrial Site 0246,Textile Industry,17.22902,78.50601
Ahmedabad Industrial Site 0247,Paper Mill,23.1646,72.11044
Pune Industrial Site 0248,Thermal Power Plant,18.42415,73.96665
Jaipur Industrial Site 0249,Manufacturing Unit,27.12195,75.78069
Lucknow Industrial Site 0250,Industrial Estate,26.92423,81.16091
Kanpur Industrial Site 0251,Power Plant,26.14668,80.65161
Patna Industrial Site 0252,Steel Plant,25.6662,85.25774
Bhopal Industrial Site 0253,Cement Plant,23.12171,77.31859
Indore Industrial Site 0254,Refinery,23.01051,76.02529
Nagpur Industrial Site 0255,Chemical Plant,20.97013,79.31022
Surat Industrial Site 0256,Textile Industry,21.45728,72.71207
Vadodara Industrial Site 0257,Paper Mill,22.37949,73.33331
Rajkot Industrial Site 0258,Thermal Power Plant,22.29624,70.81693
Ranchi Industrial Site 0259,Manufacturing Unit,23.60588,85.40167
Jamshedpur Industrial Site 0260,Industrial Estate,22.61744,86.10826
Bhubaneswar Industrial Site 0261,Power Plant,20.23281,85.97165
Visakhapatnam Industrial Site 0262,Steel Plant,17.72005,83.34495
Vijayawada Industrial Site 0263,Cement Plant,16.51978,80.41136
Coimbatore Industrial Site 0264,Refinery,11.36669,76.50711
Kochi Industrial Site 0265,Chemical Plant,9.64975,76.6743
Guwahati Industrial Site 0266,Textile Industry,26.31404,91.75994
Ludhiana Industrial Site 0267,Paper Mill,30.79949,75.97353
Amritsar Industrial Site 0268,Thermal Power Plant,31.5369,74.76135
Bikaner Industrial Site 0269,Manufacturing Unit,27.81852,73.37693
Jodhpur Industrial Site 0270,Industrial Estate,26.02539,73.21163
Raipur Industrial Site 0271,Power Plant,21.28004,81.80919
Durgapur Industrial Site 0272,Steel Plant,23.72268,87.33453
Asansol Industrial Site 0273,Cement Plant,23.77219,87.13316
Gaya Industrial Site 0274,Refinery,24.37731,84.96937
Begusarai Industrial Site 0275,Chemical Plant,25.63808,86.05371
Munger Industrial Site 0276,Textile Industry,25.64138,86.36005
Bokaro Industrial Site 0277,Paper Mill,23.53424,86.40885
Faridabad Industrial Site 0278,Thermal Power Plant,28.36276,77.28164
Gurugram Industrial Site 0279,Manufacturing Unit,28.49754,76.88204
Noida Industrial Site 0280,Industrial Estate,28.63789,77.3733
Kota Industrial Site 0281,Power Plant,25.16077,75.93524
Agra Industrial Site 0282,Steel Plant,27.18802,78.08412
Nashik Industrial Site 0283,Cement Plant,20.1665,73.69418
Aurangabad Industrial Site 0284,Refinery,19.71136,75.43695
Thane Industrial Site 0285,Chemical Plant,19.29182,72.91394
Jalandhar Industrial Site 0286,Textile Industry,31.24372,75.70464
Panipat Industrial Site 0287,Paper Mill,29.63595,76.90433
Vapi Industrial Site 0288,Thermal Power Plant,20.42552,72.95243
Delhi Industrial Site 0289,Manufacturing Unit,28.35214,76.94985
Mumbai Industrial Site 0290,Industrial Estate,19.17535,73.11964
Kolkata Industrial Site 0291,Power Plant,22.50046,88.47319
Chennai Industrial Site 0292,Steel Plant,12.84731,80.47701
Bengaluru Industrial Site 0293,Cement Plant,13.26304,77.44249
Hyderabad Industrial Site 0294,Refinery,17.50133,78.5582
Ahmedabad Industrial Site 0295,Chemical Plant,23.20047,72.41831
Pune Industrial Site 0296,Textile Industry,18.49619,73.79409
Jaipur Industrial Site 0297,Paper Mill,27.04322,75.60717
Lucknow Industrial Site 0298,Thermal Power Plant,26.86775,80.75131
Kanpur Industrial Site 0299,Manufacturing Unit,26.36249,80.59397
Patna Industrial Site 0300,Industrial Estate,25.56863,85.16426
Bhopal Industrial Site 0301,Power Plant,23.04028,77.57381
Indore Industrial Site 0302,Steel Plant,22.5428,75.77108
Nagpur Industrial Site 0303,Cement Plant,20.84281,79.06835
Surat Industrial Site 0304,Refinery,21.16578,72.58922
Vadodara Industrial Site 0305,Chemical Plant,22.23218,73.511
Rajkot Industrial Site 0306,Textile Industry,22.27875,70.66619
Ranchi Industrial Site 0307,Paper Mill,23.43347,85.4045
Jamshedpur Industrial Site 0308,Thermal Power Plant,22.80897,86.19919
Bhubaneswar Industrial Site 0309,Manufacturing Unit,20.45088,85.91342
Visakhapatnam Industrial Site 0310,Industrial Estate,17.51122,83.19646
Vijayawada Industrial Site 0311,Power Plant,16.51797,80.84688
Coimbatore Industrial Site 0312,Steel Plant,11.04436,76.81395
Kochi Industrial Site 0313,Cement Plant,10.05587,76.30732
Guwahati Industrial Site 0314,Refinery,26.06849,91.76239
Ludhiana Industrial Site 0315,Chemical Plant,30.80292,75.51853
Amritsar Industrial Site 0316,Textile Industry,31.47708,74.86931
Bikaner Industrial Site 0317,Paper Mill,27.98055,73.22983
Jodhpur Industrial Site 0318,Thermal Power Plant,26.26059,73.38789
Raipur Industrial Site 0319,Manufacturing Unit,21.07921,81.49309
Durgapur Industrial Site 0320,Industrial Estate,23.75447,87.24422
Asansol Industrial Site 0321,Power Plant,23.6019,87.03637
Gaya Industrial Site 0322,Steel Plant,24.57637,84.96589
Begusarai Industrial Site 0323,Cement Plant,25.22736,86.20865
Munger Industrial Site 0324,Refinery,25.44578,86.20154
Bokaro Industrial Site 0325,Chemical Plant,23.37889,86.01111
Faridabad Industrial Site 0326,Textile Industry,28.26359,77.1694
Gurugram Industrial Site 0327,Paper Mill,28.41229,77.02769
Noida Industrial Site 0328,Thermal Power Plant,28.48347,77.40626
Kota Industrial Site 0329,Manufacturing Unit,25.01911,75.64854
Agra Industrial Site 0330,Industrial Estate,27.04624,78.06843
Nashik Industrial Site 0331,Power Plant,20.11568,73.9006
Aurangabad Industrial Site 0332,Steel Plant,19.55589,75.5703
Thane Industrial Site 0333,Cement Plant,19.41397,73.05626
Jalandhar Industrial Site 0334,Refinery,31.29384,75.85355
Panipat Industrial Site 0335,Chemical Plant,29.36729,77.0194
Vapi Industrial Site 0336,Textile Industry,20.16732,72.97401
Delhi Industrial Site 0337,Paper Mill,28.50031,77.30715
Mumbai Industrial Site 0338,Thermal Power Plant,19.02774,72.8088
Kolkata Industrial Site 0339,Manufacturing Unit,22.69315,88.47105
Chennai Industrial Site 0340,Industrial Estate,13.00323,80.12982
Bengaluru Industrial Site 0341,Power Plant,12.86958,77.73549
Hyderabad Industrial Site 0342,Steel Plant,17.41633,78.62886
Ahmedabad Industrial Site 0343,Cement Plant,22.95537,72.6884
Pune Industrial Site 0344,Refinery,18.4038,74.08657
Jaipur Industrial Site 0345,Chemical Plant,26.99126,75.51677
Lucknow Industrial Site 0346,Textile Industry,26.99962,80.94416
Kanpur Industrial Site 0347,Paper Mill,26.2993,80.64255
Patna Industrial Site 0348,Thermal Power Plant,25.53692,85.26804
Bhopal Industrial Site 0349,Manufacturing Unit,23.43478,77.37508
Indore Industrial Site 0350,Industrial Estate,22.77506,75.76483
Nagpur Industrial Site 0351,Power Plant,21.1561,78.99986
Surat Industrial Site 0352,Steel Plant,20.88161,72.9654
Vadodara Industrial Site 0353,Cement Plant,22.35525,73.21063
Rajkot Industrial Site 0354,Refinery,22.34492,70.98814
Ranchi Industrial Site 0355,Chemical Plant,23.19629,85.30468
Jamshedpur Industrial Site 0356,Textile Industry,22.80225,86.40656
Bhubaneswar Industrial Site 0357,Paper Mill,20.45359,85.60015
Visakhapatnam Industrial Site 0358,Thermal Power Plant,17.67937,83.4417
Vijayawada Industrial Site 0359,Manufacturing Unit,16.66234,80.71256
Coimbatore Industrial Site 0360,Industrial Estate,10.88584,76.93924
Kochi Industrial Site 0361,Power Plant,9.68696,76.3948
Guwahati Industrial Site 0362,Steel Plant,26.02363,91.74947
Ludhiana Industrial Site 0363,Cement Plant,30.88644,75.92005
Amritsar Industrial Site 0364,Refinery,31.79718,74.95426
Bikaner Industrial Site 0365,Chemical Plant,27.86296,73.43531
Jodhpur Industrial Site 0366,Textile Industry,26.15476,72.97342
Raipur Industrial Site 0367,Paper Mill,21.38501,81.40282
Durgapur Industrial Site 0368,Thermal Power Plant,23.60924,87.32651
Asansol Industrial Site 0369,Manufacturing Unit,23.59537,86.73919
Gaya Industrial Site 0370,Industrial Estate,24.56809,84.8127
Begusarai Industrial Site 0371,Power Plant,25.72408,86.09782
Munger Industrial Site 0372,Steel Plant,25.32823,86.47897
Bokaro Industrial Site 0373,Cement Plant,23.62495,86.33582
Faridabad Industrial Site 0374,Refinery,28.54149,77.27082
Gurugram Industrial Site 0375,Chemical Plant,28.65379,77.09726
Noida Industrial Site 0376,Textile Industry,28.54953,77.23205
Kota Industrial Site 0377,Paper Mill,25.19791,75.67012
Agra Industrial Site 0378,Thermal Power Plant,27.22632,78.09795
Nashik Industrial Site 0379,Manufacturing Unit,20.28729,73.73725
Aurangabad Industrial Site 0380,Industrial Estate,19.88823,75.7148
Thane Industrial Site 0381,Power Plant,19.16313,72.96088
Jalandhar Industrial Site 0382,Steel Plant,31.31707,75.40216
Panipat Industrial Site 0383,Cement Plant,29.57964,76.79134
Vapi Industrial Site 0384,Refinery,20.45303,72.83107
Delhi Industrial Site 0385,Chemical Plant,28.46449,77.14524
Mumbai Industrial Site 0386,Textile Industry,19.18347,72.97801
Kolkata Industrial Site 0387,Paper Mill,22.67434,88.27811
Chennai Industrial Site 0388,Thermal Power Plant,12.99258,80.36148
Bengaluru Industrial Site 0389,Manufacturing Unit,13.16347,77.64853
Hyderabad Industrial Site 0390,Industrial Estate,17.46562,78.53819
Ahmedabad Industrial Site 0391,Power Plant,23.12789,72.27955
Pune Industrial Site 0392,Steel Plant,18.77098,73.5463
Jaipur Industrial Site 0393,Cement Plant,27.09682,75.78692
Lucknow Industrial Site 0394,Refinery,26.63615,81.13753
Kanpur Industrial Site 0395,Chemical Plant,26.24614,80.31881
Patna Industrial Site 0396,Textile Industry,25.84971,85.27635
Bhopal Industrial Site 0397,Paper Mill,23.32045,77.58832
Indore Industrial Site 0398,Thermal Power Plant,22.69463,75.94919
Nagpur Industrial Site 0399,Manufacturing Unit,21.28653,78.83698
Surat Industrial Site 0400,Industrial Estate,21.24947,72.72047
Vadodara Industrial Site 0401,Power Plant,22.37515,73.18671
Rajkot Industrial Site 0402,Steel Plant,22.38122,70.88678
Ranchi Industrial Site 0403,Cement Plant,23.24302,85.30241
Jamshedpur Industrial Site 0404,Refinery,22.9211,86.19548
Bhubaneswar Industrial Site 0405,Chemical Plant,20.23544,85.76024
Visakhapatnam Industrial Site 0406,Textile Industry,17.59301,83.25604
Vijayawada Industrial Site 0407,Paper Mill,16.44022,80.39793
Coimbatore Industrial Site 0408,Thermal Power Plant,11.12082,76.72263
Kochi Industrial Site 0409,Manufacturing Unit,9.98854,76.44022
Guwahati Industrial Site 0410,Industrial Estate,25.85554,91.72983
Ludhiana Industrial Site 0411,Power Plant,30.88847,75.63992
Amritsar Industrial Site 0412,Steel Plant,31.45533,75.03496
Bikaner Industrial Site 0413,Cement Plant,28.00377,73.23257
Jodhpur Industrial Site 0414,Refinery,26.4372,72.64958
Raipur Industrial Site 0415,Chemical Plant,21.2507,81.37479
Durgapur Industrial Site 0416,Textile Industry,23.55549,87.16468
Asansol Industrial Site 0417,Paper Mill,23.67007,86.6571
Gaya Industrial Site 0418,Thermal Power Plant,24.96102,85.11021
Begusarai Industrial Site 0419,Manufacturing Unit,25.60276,85.83699
Munger Industrial Site 0420,Industrial Estate,25.21286,86.54393
Bokaro Industrial Site 0421,Power Plant,23.62455,86.34807
Faridabad Industrial Site 0422,Steel Plant,28.45708,77.23645
Gurugram Industrial Site 0423,Cement Plant,28.42136,77.25205
Noida Industrial Site 0424,Refinery,28.3165,77.40083
Kota Industrial Site 0425,Chemical Plant,24.90042,75.89497
Agra Industrial Site 0426,Textile Industry,26.99699,77.8692
Nashik Industrial Site 0427,Paper Mill,19.86482,73.86468
Aurangabad Industrial Site 0428,Thermal Power Plant,19.67945,75.37978
Thane Industrial Site 0429,Manufacturing Unit,19.23506,72.81085
Jalandhar Industrial Site 0430,Industrial Estate,31.58773,75.68277
Panipat Industrial Site 0431,Power Plant,29.14416,76.91582
Vapi Industrial Site 0432,Steel Plant,20.63159,72.79505
Delhi Industrial Site 0433,Cement Plant,28.50292,77.14145
Mumbai Industrial Site 0434,Refinery,18.93219,73.13527
Kolkata Industrial Site 0435,Chemical Plant,22.59948,88.40944
Chennai Industrial Site 0436,Textile Industry,13.32595,80.69784
Bengaluru Industrial Site 0437,Paper Mill,12.90237,77.57942
Hyderabad Industrial Site 0438,Thermal Power Plant,17.37318,78.78937
Ahmedabad Industrial Site 0439,Manufacturing Unit,23.13122,72.35177
Pune Industrial Site 0440,Industrial Estate,18.73459,73.67499
Jaipur Industrial Site 0441,Power Plant,26.95525,75.70647
Lucknow Industrial Site 0442,Steel Plant,26.91404,80.77044
Kanpur Industrial Site 0443,Cement Plant,26.30955,80.2309
Patna Industrial Site 0444,Refinery,25.93024,85.16774
Bhopal Industrial Site 0445,Chemical Plant,23.35343,77.61029
Indore Industrial Site 0446,Textile Industry,22.8702,75.86861
Nagpur Industrial Site 0447,Paper Mill,21.1146,79.1338
Surat Industrial Site 0448,Thermal Power Plant,20.97456,72.83314
Vadodara Industrial Site 0449,Manufacturing Unit,22.36397,73.4418
Rajkot Industrial Site 0450,Industrial Estate,22.25504,70.71692
Ranchi Industrial Site 0451,Power Plant,23.61767,85.15615
Jamshedpur Industrial Site 0452,Steel Plant,22.89533,86.11926
Bhubaneswar Industrial Site 0453,Cement Plant,20.08464,85.66173
Visakhapatnam Industrial Site 0454,Refinery,17.83038,83.34204
Vijayawada Industrial Site 0455,Chemical Plant,16.57108,80.46392
Coimbatore Industrial Site 0456,Textile Industry,11.07743,76.93949
Kochi Industrial Site 0457,Paper Mill,9.78816,76.38791
Guwahati Industrial Site 0458,Thermal Power Plant,26.0609,91.63798
Ludhiana Industrial Site 0459,Manufacturing Unit,31.14396,76.01747
Amritsar Industrial Site 0460,Industrial Estate,31.61112,74.87997
Bikaner Industrial Site 0461,Power Plant,28.29026,73.39325
Jodhpur Industrial Site 0462,Steel Plant,26.4379,72.81456
Raipur Industrial Site 0463,Cement Plant,21.26663,81.53191
Durgapur Industrial Site 0464,Refinery,23.47646,87.3657
Asansol Industrial Site 0465,Chemical Plant,23.46888,86.97991
Gaya Industrial Site 0466,Textile Industry,24.76565,84.77344
Begusarai Industrial Site 0467,Paper Mill,25.56891,86.29811
Munger Industrial Site 0468,Thermal Power Plant,25.49913,86.35565
Bokaro Industrial Site 0469,Manufacturing Unit,23.39085,86.19528
Faridabad Industrial Site 0470,Industrial Estate,28.43997,77.64707
Gurugram Industrial Site 0471,Power Plant,28.73192,77.0201
Noida Industrial Site 0472,Steel Plant,28.42456,77.66182
Kota Industrial Site 0473,Cement Plant,25.2363,75.95306
Agra Industrial Site 0474,Refinery,27.23569,77.87629
Nashik Industrial Site 0475,Chemical Plant,20.21144,73.62237
Aurangabad Industrial Site 0476,Textile Industry,19.93669,75.36712
Thane Industrial Site 0477,Paper Mill,19.24201,72.85605
Jalandhar Industrial Site 0478,Thermal Power Plant,31.28506,75.75558
Panipat Industrial Site 0479,Manufacturing Unit,29.32148,76.95021
Vapi Industrial Site 0480,Industrial Estate,20.30069,72.80404
Delhi Industrial Site 0481,Power Plant,28.81325,77.34689
Mumbai Industrial Site 0482,Steel Plant,18.85717,72.9128
Kolkata Industrial Site 0483,Cement Plant,22.46984,88.41027
Chennai Industrial Site 0484,Refinery,13.32386,79.96807
Bengaluru Industrial Site 0485,Chemical Plant,12.86781,77.72908
Hyderabad Industrial Site 0486,Textile Industry,17.62857,78.1333
Ahmedabad Industrial Site 0487,Paper Mill,22.72379,72.53513
Pune Industrial Site 0488,Thermal Power Plant,18.3081,73.56161
Jaipur Industrial Site 0489,Manufacturing Unit,26.57107,75.85722
Lucknow Industrial Site 0490,Industrial Estate,26.61248,81.02506
Kanpur Industrial Site 0491,Power Plant,26.62798,80.34797
Patna Industrial Site 0492,Steel Plant,25.67752,84.83186
Bhopal Industrial Site 0493,Cement Plant,23.31766,77.39913
Indore Industrial Site 0494,Refinery,22.45138,75.94064
Nagpur Industrial Site 0495,Chemical Plant,21.09914,78.97769
Surat Industrial Site 0496,Textile Industry,21.25172,72.92548
Vadodara Industrial Site 0497,Paper Mill,22.31131,72.93578
Rajkot Industrial Site 0498,Thermal Power Plant,22.47435,70.82063
Ranchi Industrial Site 0499,Manufacturing Unit,23.47649,85.39667
Jamshedpur Industrial Site 0500,Industrial Estate,22.82013,86.16827
Bhubaneswar Industrial Site 0501,Power Plant,20.34581,85.67901
Visakhapatnam Industrial Site 0502,Steel Plant,17.81754,83.13468
Vijayawada Industrial Site 0503,Cement Plant,16.33284,80.85512
Coimbatore Industrial Site 0504,Refinery,10.96523,76.8578
Kochi Industrial Site 0505,Chemical Plant,9.93802,76.07545
Guwahati Industrial Site 0506,Textile Industry,26.42472,91.78728
Ludhiana Industrial Site 0507,Paper Mill,30.672,75.83221
Amritsar Industrial Site 0508,Thermal Power Plant,31.40881,74.50021
Bikaner Industrial Site 0509,Manufacturing Unit,27.9812,73.11082
Jodhpur Industrial Site 0510,Industrial Estate,26.26011,72.93261
Raipur Industrial Site 0511,Power Plant,21.11182,81.69746
Durgapur Industrial Site 0512,Steel Plant,23.62725,87.3762
Asansol Industrial Site 0513,Cement Plant,23.76285,86.95722
Gaya Industrial Site 0514,Refinery,24.75347,85.14829
Begusarai Industrial Site 0515,Chemical Plant,25.35392,86.07712
Munger Industrial Site 0516,Textile Industry,25.34066,86.59629
Bokaro Industrial Site 0517,Paper Mill,23.64292,86.14896
Faridabad Industrial Site 0518,Thermal Power Plant,28.25738,77.55559
Gurugram Industrial Site 0519,Manufacturing Unit,28.55797,77.05303
Noida Industrial Site 0520,Industrial Estate,28.3802,77.34677
Kota Industrial Site 0521,Power Plant,25.3618,76.15371
Agra Industrial Site 0522,Steel Plant,27.40372,77.97692
Nashik Industrial Site 0523,Cement Plant,20.16159,73.83077
Aurangabad Industrial Site 0524,Refinery,19.99357,75.39549
Thane Industrial Site 0525,Chemical Plant,19.31552,73.22477
Jalandhar Industrial Site 0526,Textile Industry,31.25852,75.48647
Panipat Industrial Site 0527,Paper Mill,29.57156,77.06123
Vapi Industrial Site 0528,Thermal Power Plant,20.32335,73.00138
Delhi Industrial Site 0529,Manufacturing Unit,28.59106,77.14858
Mumbai Industrial Site 0530,Industrial Estate,19.17615,73.05775
Kolkata Industrial Site 0531,Power Plant,22.46034,88.04905
Chennai Industrial Site 0532,Steel Plant,13.1265,80.36788
Bengaluru Industrial Site 0533,Cement Plant,12.96322,77.60646
Hyderabad Industrial Site 0534,Refinery,17.35278,78.3579
Ahmedabad Industrial Site 0535,Chemical Plant,23.14117,72.6984
Pune Industrial Site 0536,Textile Industry,18.58885,73.82593
Jaipur Industrial Site 0537,Paper Mill,26.7609,75.48303
Lucknow Industrial Site 0538,Thermal Power Plant,26.96011,81.12328
Kanpur Industrial Site 0539,Manufacturing Unit,26.59303,80.30733
Patna Industrial Site 0540,Industrial Estate,25.92062,84.81709
Bhopal Industrial Site 0541,Power Plant,23.1593,77.44858
Indore Industrial Site 0542,Steel Plant,22.82656,75.95957
Nagpur Industrial Site 0543,Cement Plant,21.12157,79.20117
Surat Industrial Site 0544,Refinery,21.22877,72.52432
Vadodara Industrial Site 0545,Chemical Plant,22.09495,73.35304
Rajkot Industrial Site 0546,Textile Industry,22.41265,70.67904
Ranchi Industrial Site 0547,Paper Mill,23.34164,85.24824
Jamshedpur Industrial Site 0548,Thermal Power Plant,22.55846,86.42562
Bhubaneswar Industrial Site 0549,Manufacturing Unit,20.3426,85.51895
Visakhapatnam Industrial Site 0550,Industrial Estate,17.76615,83.24287
Vijayawada Industrial Site 0551,Power Plant,16.33409,80.63187
Coimbatore Industrial Site 0552,Steel Plant,11.09892,76.93362
Kochi Industrial Site 0553,Cement Plant,9.75474,75.99769
Guwahati Industrial Site 0554,Refinery,26.07065,91.3988
Ludhiana Industrial Site 0555,Chemical Plant,31.22435,76.03704
Amritsar Industrial Site 0556,Textile Industry,31.60645,74.72834
Bikaner Industrial Site 0557,Paper Mill,28.07243,72.9779
Jodhpur Industrial Site 0558,Thermal Power Plant,26.05035,72.85603
Raipur Industrial Site 0559,Manufacturing Unit,21.27192,81.3669
Durgapur Industrial Site 0560,Industrial Estate,23.58724,87.33468
Asansol Industrial Site 0561,Power Plant,23.8,86.76961
Gaya Industrial Site 0562,Steel Plant,24.81702,84.93002
Begusarai Industrial Site 0563,Cement Plant,25.49841,86.22277
Munger Industrial Site 0564,Refinery,25.53869,86.58537
Bokaro Industrial Site 0565,Chemical Plant,23.75164,86.37284
Faridabad Industrial Site 0566,Textile Industry,28.60706,77.12101
Gurugram Industrial Site 0567,Paper Mill,28.49902,76.72389
Noida Industrial Site 0568,Thermal Power Plant,28.48488,77.22475
Kota Industrial Site 0569,Manufacturing Unit,24.91111,75.81195
Agra Industrial Site 0570,Industrial Estate,27.26376,77.73343
Nashik Industrial Site 0571,Power Plant,19.95463,73.88978
Aurangabad Industrial Site 0572,Steel Plant,19.80351,75.40054
Thane Industrial Site 0573,Cement Plant,19.40752,72.89989
Jalandhar Industrial Site 0574,Refinery,31.22569,75.38026
Panipat Industrial Site 0575,Chemical Plant,29.63727,77.06336
Vapi Industrial Site 0576,Textile Industry,20.39966,72.99636
Delhi Industrial Site 0577,Paper Mill,28.60211,76.97411
